vendor_id,name,source_category,category,email,phone,website,ranking_score,seo_description,social_description,promo_available,trusted_partner,pricing_from,created_time
rec34F76eo40qVt9Q,Emcee Sean Lai,Emcees,,seansayone@gmail.com,,,722,facebook.com/seansayone · seansayone@gmail.com · “A big shoutout to Sean for making our big day a smooth and successful one. Sean is very experienced and professional and understand what we have in mind. Highly recommended!”,facebook.com/seansayone · seansayone@gmail.com · “A big shoutout to Sean for making our big day a smooth and successful one. Sean is very experienced and professional and understand what we have in mind. Highly recommended!”,,,,2024-07-18T15:26:39Z
recHovPr5zORuOjVy,Emcee Nelson,Emcees,,,+65 8118 1226,https://www.emceenelson.com.sg/,701,"facebook.com/emceenelson.com.sg · +65 8118 1226 · “We have engaged Nelson to host our wedding dinner on 23/Mar, and we are really happy with our choice. Nelson provided valuable guidance in the planning and preparation, and also made sure to tailor it to our preferences. His delivery in English and Mandarin ensured that the audience were engaged and entertained. Nelson also organised a bingo filler game and we have received many positive comments from our guests. We chose the Premium Package, which included hosting of Tea Ceremony and AV support, and it fits our needs perfectly. Nelson was a fantastic emcee and we highly recommend him.”","facebook.com/emceenelson.com.sg · +65 8118 1226 · “We have engaged Nelson to host our wedding dinner on 23/Mar, and we are really happy with our choice. Nelson provided valuable guidance in the planning and preparation, and also made sure to tailor it to our preferences. His delivery in English and Mandarin ensured that the audience were engaged and entertained. Nelson also organised a bingo filler game and we have received many positive comments from our guests. We chose the Premium Package, which included hosting of Tea Ceremony and AV support, and it fits our needs perfectly. Nelson was a fantastic emcee and we highly recommend him.”",,,,2024-04-14T02:58:12Z
recw9vmZUx4pKs45U,Leon Lim 林昱志,Emcees,,leonlimyuzhi@gmail.com,+65 8686 5222,https://leonlimyuzhi.com,676,facebook.com/leonlimyz · +65 8686 5222 · leonlimyuzhi@gmail.com · “We’ve recently engaged Leon for our wedding last week as emcee and singer and he’s nothing more than amazing! All our guests sang praises for Leon and team! Everyone had fun and enjoyed themselves! Will definitely recommend him for all events!”,facebook.com/leonlimyz · +65 8686 5222 · leonlimyuzhi@gmail.com · “We’ve recently engaged Leon for our wedding last week as emcee and singer and he’s nothing more than amazing! All our guests sang praises for Leon and team! Everyone had fun and enjoyed themselves! Will definitely recommend him for all events!”,,,,2024-07-18T15:26:38Z
recKFFfX3VnYmfSgE,Emcee Wendy Cheong,Emcees,,wencheong.525@gmail.com,,,676,"facebook.com/EmceeWendyCheong · wencheong.525@gmail.com · “Wendy was our emcee and coordinator for our wedding dinner reception. She did an amazing job ensuring that the dinner went smoothly. Prior to the reception, we had several in-person and online meetings with Wendy in which she provided valuable input on the sequence of the dinner reception, which we would not have considered or might have missed. During the dinner reception, Wendy and her assistant were closely involved in coordinating with our vendors, including the hotel, band, photographers, etc. We are grateful for their service, especially since we were busy entertaining our guests during the cocktail and dinner reception. Regarding Wendy's emcee skills, they were nothing short of impressive. Wendy had a stage presence and was able to engage our guests. Many of our guests commended her for being very professional and eloquent. We highly recommend Wendy and are very thankful to have had her for our dinner reception🙂”","facebook.com/EmceeWendyCheong · wencheong.525@gmail.com · “Wendy was our emcee and coordinator for our wedding dinner reception. She did an amazing job ensuring that the dinner went smoothly. Prior to the reception, we had several in-person and online meetings with Wendy in which she provided valuable input on the sequence of the dinner reception, which we would not have considered or might have missed. During the dinner reception, Wendy and her assistant were closely involved in coordinating with our vendors, including the hotel, band, photographers, etc. We are grateful for their service, especially since we were busy entertaining our guests during the cocktail and dinner reception. Regarding Wendy's emcee skills, they were nothing short of impressive. Wendy had a stage presence and was able to engage our guests. Many of our guests commended her for being very professional and eloquent. We highly recommend Wendy and are very thankful to have had her for our dinner reception🙂”",,,,2024-07-18T15:26:38Z
recSnJuNT4em0eNXO,Emcee Hari Prasandth,Emcees,,emcee.hpe@gmail.com,,,676,"facebook.com/EmceeHP · emcee.hpe@gmail.com · “Hari was the emcee for my sister's wedding. He was awesome, made sure the guests were engaged and ensured the event flow was smooth. Super friendly, funny. Awesome!”","facebook.com/EmceeHP · emcee.hpe@gmail.com · “Hari was the emcee for my sister's wedding. He was awesome, made sure the guests were engaged and ensured the event flow was smooth. Super friendly, funny. Awesome!”",,,,2024-07-18T15:26:38Z
reccmosg8nHTNUbDf,Emcee Yube,Emcees,,yubeofficial@gmail.com,+65 8337 8339,,676,facebook.com/yubeofficial · +65 8337 8339 · yubeofficial@gmail.com · “Yube was my emcee for the wedding! She was extremely good in her service! She interacted with the guests well and made the wedding more lively! Her voice was also loud and clear! It was thanks to her that the wedding went smoothly! I would definitely look for her again and recommend her to my friends for other events!”,facebook.com/yubeofficial · +65 8337 8339 · yubeofficial@gmail.com · “Yube was my emcee for the wedding! She was extremely good in her service! She interacted with the guests well and made the wedding more lively! Her voice was also loud and clear! It was thanks to her that the wedding went smoothly! I would definitely look for her again and recommend her to my friends for other events!”,,,,2024-07-18T15:26:39Z
recpRrLIfSGxsIyBT,Magicessential,Emcees,,enquiry@magicessential.com,+65 9028 9186,https://Www.magicessential.com,676,facebook.com/WeddingMagicianMartinGoh · +65 9028 9186 · enquiry@magicessential.com · “Thank you emcee J for his help during our wedding. Definitely entertaining and accommodating! Highly recommended!”,facebook.com/WeddingMagicianMartinGoh · +65 9028 9186 · enquiry@magicessential.com · “Thank you emcee J for his help during our wedding. Definitely entertaining and accommodating! Highly recommended!”,,,,2024-07-18T15:26:39Z
recOaTrrrtsItd0Xq,Emcee Jia Yang,Emcees,,,,,646,"Instagram: @emceejiayang · facebook.com/emceejiayang · “Before AD, he had been digging stories from us that he could share, we didnt manage to give him much cos we dont rmb them LOL. He secretly msg my hubby to made something special and it work well, also cant thanks him enough to coordinate and communicate with my AV in charge. Highly recommended :D”","Instagram: @emceejiayang · facebook.com/emceejiayang · “Before AD, he had been digging stories from us that he could share, we didnt manage to give him much cos we dont rmb them LOL. He secretly msg my hubby to made something special and it work well, also cant thanks him enough to coordinate and communicate with my AV in charge. Highly recommended :D”",,,,2024-01-20T13:13:11Z
recvFlztE4tjJJGiq,Emcee Aaron Leong,Emcees,,,,https://xxleong.weebly.com,566,facebook.com/axxleong · “Very thankful to have Aaron as our wedding emcee. He meticulously planned the whole process and recommended us things to do to make the entire event smooth. Everyone enjoyed the day as much as we do. Highly recommended!!”,facebook.com/axxleong · “Very thankful to have Aaron as our wedding emcee. He meticulously planned the whole process and recommended us things to do to make the entire event smooth. Everyone enjoyed the day as much as we do. Highly recommended!!”,,,,2024-07-18T15:26:38Z
recYhTPtLLBWebbGV,KV Golamco,Emcees,,kvgolamco@gmail.com,,https://kvgolamco.com,566,"facebook.com/kvgolamcoMC · kvgolamco@gmail.com · “YT and I glad we chose KV as our wedding host! He helped out with the planning of the program flow. Since we had guests that can’t speak Filipino, and there were many native Chinese speakers, so we were really concerned how everything will go. But overall his Chinese skills are great, the delivery and energy is superb. Super lively and was able to put everyone into mood! Everyone had soo much fun! 非常活潑、幽默又風趣、無冷場！Even after the wedding, we have heard lots of praises for KV’s hosting and delivery from our family and friends! Definitely one of our fave suppliers! 🙌”","facebook.com/kvgolamcoMC · kvgolamco@gmail.com · “YT and I glad we chose KV as our wedding host! He helped out with the planning of the program flow. Since we had guests that can’t speak Filipino, and there were many native Chinese speakers, so we were really concerned how everything will go. But overall his Chinese skills are great, the delivery and energy is superb. Super lively and was able to put everyone into mood! Everyone had soo much fun! 非常活潑、幽默又風趣、無冷場！Even after the wedding, we have heard lots of praises for KV’s hosting and delivery from our family and friends! Definitely one of our fave suppliers! 🙌”",,,,2024-07-18T15:26:38Z
reckdnnp6jhyrK8Qm,Emcee Derek Ho,Emcees,,hello@emceederekho.com,+65 9118 2769,https://emceederekho.com,510,"facebook.com/emceederekho · +65 9118 2769 · hello@emceederekho.com · “My wife & I engaged Derek for our wedding banquet on Oct 2023. He was patient and professional in guiding us on the actual event’s sequence and even suggest things we could incorporate to make our banquet memorable and eventful for our guest. During the actual event, he was a joy to the audience for being entertaining and accomodating to all our needs. He also guided us on the sequence and cue us to speak whenever needed to keep the event eventful yet well structured. It was definitely a joy to have Emcee Derek as our wedding Emcee and we will recommend him to any newly wed or couple looking for a fun & accomodating Emcee for their big day!”","facebook.com/emceederekho · +65 9118 2769 · hello@emceederekho.com · “My wife & I engaged Derek for our wedding banquet on Oct 2023. He was patient and professional in guiding us on the actual event’s sequence and even suggest things we could incorporate to make our banquet memorable and eventful for our guest. During the actual event, he was a joy to the audience for being entertaining and accomodating to all our needs. He also guided us on the sequence and cue us to speak whenever needed to keep the event eventful yet well structured. It was definitely a joy to have Emcee Derek as our wedding Emcee and we will recommend him to any newly wed or couple looking for a fun & accomodating Emcee for their big day!”",,,,2024-07-18T15:26:38Z
recB4qrCEJFix1iiA,Emcee Jeffrey Yu,Emcees,,,,,510,"“Dear Meg and Jeff, Thank you so much for saying yes to the hosting gig and for the wedding tips! EVERYBODY enjoyed last night! You, ahia Jeff, were a highlight! So many of our friends kept asking who the host is! You carried the event smoothly - para ka ng coordinator and host in one! We, the couple, were so surprised with your energy and great control of both taglish and Chinese. You were so professional and we've never been more happier! Ang galing niyo as a couple. Powerteam! Thank you so much for everything ❤️ - Chris & Cindy”","“Dear Meg and Jeff, Thank you so much for saying yes to the hosting gig and for the wedding tips! EVERYBODY enjoyed last night! You, ahia Jeff, were a highlight! So many of our friends kept asking who the host is! You carried the event smoothly - para ka ng coordinator and host in one! We, the couple, were so surprised with your energy and great control of both taglish and Chinese. You were so professional and we've never been more happier! Ang galing niyo as a couple. Powerteam! Thank you so much for everything ❤️ - Chris & Cindy”",,,,2024-07-18T15:59:26Z
reclQnTz1OKcnibdf,Emcee Laurence Wong,Emcees,,emceelaurencewong72@gmail.com,+65 9684 9846,https://emceelaurence.com,438,facebook.com/emceelaurencewong · +65 9684 9846 · emceelaurencewong72@gmail.com · “It was the best decision my wife and I made to engage Laurence as our wedding emcee! His professionalism and expertise in making sure our guests enjoy within the rules amidst the pandemic amazed us! He was extremely meticulous about pre-planning and highlighting every necessary detail allowing our event to run smoothly. We highly recommend anyone who have any upcoming events to consider Laurence who will ensure the event to be fun and memorable whilst keeping everyone safe!”,facebook.com/emceelaurencewong · +65 9684 9846 · emceelaurencewong72@gmail.com · “It was the best decision my wife and I made to engage Laurence as our wedding emcee! His professionalism and expertise in making sure our guests enjoy within the rules amidst the pandemic amazed us! He was extremely meticulous about pre-planning and highlighting every necessary detail allowing our event to run smoothly. We highly recommend anyone who have any upcoming events to consider Laurence who will ensure the event to be fun and memorable whilst keeping everyone safe!”,,,,2024-07-18T15:26:38Z
rec2RuWJbNCguU8cM,Emcee Sharlyn,Emcees,,hello@emceeservices.com,+65 9191 3367,https://emceeservices.com,342,"facebook.com/EmceeSharlyn · +65 9191 3367 · hello@emceeservices.com · “We engaged Alex and Sharlyn as our emcee during our wedding day. They were bilingual (which was great as we had a mix of both English and Mandarin speaking guest), professional, versatile, and engaging. Our guests had a lovely time, and so did our bridal party as none of them had to take on the additional stress of being the emcee. Thank you both for being a part of our wedding! 🙂❤️”","facebook.com/EmceeSharlyn · +65 9191 3367 · hello@emceeservices.com · “We engaged Alex and Sharlyn as our emcee during our wedding day. They were bilingual (which was great as we had a mix of both English and Mandarin speaking guest), professional, versatile, and engaging. Our guests had a lovely time, and so did our bridal party as none of them had to take on the additional stress of being the emcee. Thank you both for being a part of our wedding! 🙂❤️”",,,,2024-07-18T15:26:38Z
recSzLhQg7LkGqWUZ,Emcee Collin,Emcees,,,,https://emceecollin.sg/,207,"Instagram: @emceecollin · facebook.com/emceecollin · “BEST decision made in our wedding is to have Collin to be our emcee. Our wedding was filled w laughter and surprised knowledge on how in the world could Collin know so much about EACH and everyone of the guests (spoiler: he met us for almost 8 hours before our wedding to get to know more about our backstory w our guests), and WITHOUT any deposit made - all payment were only made after the wedding (what a confidence in the couples haha). Tons of our guests keep asking if Collin was a friend of ours bcos he was so friendly and interactive and made us, our family and everyone feels like home in a cozy wedding atmosphere. My guests even toast him for a drink in the end bcos he’s really THAT awesome. Don’t be mistaken by his ah beng outlook, he is really legit professional and we can’t be happier to have him host our big day. Accommodating to our overwhelming activities planned for the short 4 hours lunch and really impromptu in adapting to any situations (guests were impressed that he didn’t have any speech and can just go on and on interacting w our guests). Love it, thank you Collin 你真棒! Hope more people will engage you for their wedding bcos they deserve to have an awesome emcee like you to host their big day, super duper highly recommended <3”","Instagram: @emceecollin · facebook.com/emceecollin · “BEST decision made in our wedding is to have Collin to be our emcee. Our wedding was filled w laughter and surprised knowledge on how in the world could Collin know so much about EACH and everyone of the guests (spoiler: he met us for almost 8 hours before our wedding to get to know more about our backstory w our guests), and WITHOUT any deposit made - all payment were only made after the wedding (what a confidence in the couples haha). Tons of our guests keep asking if Collin was a friend of ours bcos he was so friendly and interactive and made us, our family and everyone feels like home in a cozy wedding atmosphere. My guests even toast him for a drink in the end bcos he’s really THAT awesome. Don’t be mistaken by his ah beng outlook, he is really legit professional and we can’t be happier to have him host our big day. Accommodating to our overwhelming activities planned for the short 4 hours lunch and really impromptu in adapting to any situations (guests were impressed that he didn’t have any speech and can just go on and on interacting w our guests). Love it, thank you Collin 你真棒! Hope more people will engage you for their wedding bcos they deserve to have an awesome emcee like you to host their big day, super duper highly recommended <3”",,,,2023-10-12T12:50:37Z
recIBQ7TaJMFCrdcM,Emcee Roxanne,Emcees,,,,,207,"Instagram: @emceerox_botakkai · “Roxanne was our emcee for the whole wedding from ROM, tea ceremony and dinner reception. She is super responsible and helpful by giving us suggestions for the wedding. We really like her hosting style and have received so many good reviews from our family and guest too 😄. She totally hyped the crowd and has engaged the audience really well. 🩵 10/10 ”","Instagram: @emceerox_botakkai · “Roxanne was our emcee for the whole wedding from ROM, tea ceremony and dinner reception. She is super responsible and helpful by giving us suggestions for the wedding. We really like her hosting style and have received so many good reviews from our family and guest too 😄. She totally hyped the crowd and has engaged the audience really well. 🩵 10/10 ”",,,,2024-01-06T14:27:09Z
recpHCCb68kl3XP62,Emcee Mireen Ng,Emcees,,,,,207,"Instagram: @mireenng_ · “Very experienced trilingual emcee! Was worried initially as mine's an interracial wedding but Mireen nailed it, everyone had nothing but praises for her. Thankful for her for making my wedding a memorable one for my foreign relatives. ”","Instagram: @mireenng_ · “Very experienced trilingual emcee! Was worried initially as mine's an interracial wedding but Mireen nailed it, everyone had nothing but praises for her. Thankful for her for making my wedding a memorable one for my foreign relatives. ”",,,,2024-01-20T13:32:22Z
recFCr5iFb0yRZkHj,Emcee Jonathan Tee,Emcees,,,,,207,"“He was a professional emcee recommended by one of my bridesmaid. He arranged a video call approximately 2 weeks prior to AD, went through the program flow in detail, get to know our love story, personalities and suggests a few games to play during the lunch banquet. Throughout the lunch banquet, knowing that our family speaks hokkien, he impressed them by speaking some sentences in dialect & he knows his ways to entertain the guests and make them laugh! All the guests praised his emcee skills 👌”","“He was a professional emcee recommended by one of my bridesmaid. He arranged a video call approximately 2 weeks prior to AD, went through the program flow in detail, get to know our love story, personalities and suggests a few games to play during the lunch banquet. Throughout the lunch banquet, knowing that our family speaks hokkien, he impressed them by speaking some sentences in dialect & he knows his ways to entertain the guests and make them laugh! All the guests praised his emcee skills 👌”",,,,2024-01-23T11:26:34Z
rec7uufrUBfkmXmS5,Sher & Khass Tanuwijaya,Emcees,,,,,207,"“I recently had the pleasure of hiring the emcee services of Jasmine for both my personal wedding and our company's D&D event, and I couldn't have been more impressed. She is truly a professional and a delight to work with. Her ability to engage the audience and keep the event flowing seamlessly is unmatched. Her energy and enthusiasm were infectious, and she added a special touch to both events. In addition, she arrived early and offered assistance with event coordination, going above and beyond to ensure everything ran smoothly. I was so impressed that I engaged her again for another event. I highly recommend her services to anyone looking for a top-notch emcee. Five stars all the way!”","“I recently had the pleasure of hiring the emcee services of Jasmine for both my personal wedding and our company's D&D event, and I couldn't have been more impressed. She is truly a professional and a delight to work with. Her ability to engage the audience and keep the event flowing seamlessly is unmatched. Her energy and enthusiasm were infectious, and she added a special touch to both events. In addition, she arrived early and offered assistance with event coordination, going above and beyond to ensure everything ran smoothly. I was so impressed that I engaged her again for another event. I highly recommend her services to anyone looking for a top-notch emcee. Five stars all the way!”",,,,2024-04-14T02:58:13Z
rec9bQOK6uqxjxgCw,Hello Chunjia,Emcees,,cj@hellochunjia.com,+65 9173 0172,,207,"Instagram: @hellochunjia · facebook.com/hellochunjia · +65 9173 0172 · cj@hellochunjia.com · “Definitely a thumbs up for CJ! and the 2 thumbs on my hand is just not enough! we engaged him in our wedding recently and i love how he handled our wedding! I received so many praises from our guests and yes! pls do engage him as yr emcee, i assure u that there will be absolutely no regrets!”","Instagram: @hellochunjia · facebook.com/hellochunjia · +65 9173 0172 · cj@hellochunjia.com · “Definitely a thumbs up for CJ! and the 2 thumbs on my hand is just not enough! we engaged him in our wedding recently and i love how he handled our wedding! I received so many praises from our guests and yes! pls do engage him as yr emcee, i assure u that there will be absolutely no regrets!”",,,,2024-07-18T15:26:38Z
recpEltgAsxfxCbRQ,Karthik Kandthey,Emcees,,emceekarthikk@gmail.com,+65 9424 5866,https://youtube.com/user/TheEmceeKarthik,207,"facebook.com/emceekarthik · +65 9424 5866 · emceekarthikk@gmail.com · “Karthik did an amazing job as an emcee at my wedding. He was entertaining and very funny. If you are Iooking for someone who is funny and able to engage a big audience, I would hugely recommend Karthik.”","facebook.com/emceekarthik · +65 9424 5866 · emceekarthikk@gmail.com · “Karthik did an amazing job as an emcee at my wedding. He was entertaining and very funny. If you are Iooking for someone who is funny and able to engage a big audience, I would hugely recommend Karthik.”",,,,2024-07-18T15:26:38Z
recMRYg0523whaLny,Emcee ZiWen,Emcees,,mcleeziwen@gmail.com,,https://youtube.com/channel/UCwAv0NnNJ4sRpjbzy05mDHg,207,"Instagram: @leeziwen · facebook.com/emceeziwen · mcleeziwen@gmail.com · “ZiWen was a wonderful choice for emceeing at our wedding. We received numerous complement from our guest. We really appreciate how she managed to keep our guest lively and enjoy throughout the night. Trust me, she is AMAZING. Highly recommended. 👍”","Instagram: @leeziwen · facebook.com/emceeziwen · mcleeziwen@gmail.com · “ZiWen was a wonderful choice for emceeing at our wedding. We received numerous complement from our guest. We really appreciate how she managed to keep our guest lively and enjoy throughout the night. Trust me, she is AMAZING. Highly recommended. 👍”",,,,2024-07-18T15:26:38Z
recSFVRyRRLQ0DHF6,Emcee Cyrus,Emcees,,cyruschung.emcee@gmail.com,,https://cyruschungtv.wordpress.com,207,"facebook.com/emceecyrus · cyruschung.emcee@gmail.com · “Cyrus is a very experienced and professional Emcee who can hold the crowd, getting them engaged and hosting in various languages such as English, Chinese & even dialects like Cantonese etc. Hit him up if you need an emcee as after my wedding which I have engaged him, my guests are all very satisfied & some of them are looking forward to having him as the emcee for their wedding! Cyrus can sings as well & speaks fluently! Your wedding will never be a boring one. P.S, he’s also handsome too!”","facebook.com/emceecyrus · cyruschung.emcee@gmail.com · “Cyrus is a very experienced and professional Emcee who can hold the crowd, getting them engaged and hosting in various languages such as English, Chinese & even dialects like Cantonese etc. Hit him up if you need an emcee as after my wedding which I have engaged him, my guests are all very satisfied & some of them are looking forward to having him as the emcee for their wedding! Cyrus can sings as well & speaks fluently! Your wedding will never be a boring one. P.S, he’s also handsome too!”",,,,2024-07-18T15:26:38Z
recAz2iAggNTrDBk9,Emcee Qing Hong,Emcees,,,,,0,“One of the best Emcee that I have came across. All guests agree that the Emcee is very entertaining and good. Not too cringe-y or too over kind. Everyone from young to old all like him!! I was a guest at the wedding and I want to engage him for my own wedding too!”,“One of the best Emcee that I have came across. All guests agree that the Emcee is very entertaining and good. Not too cringe-y or too over kind. Everyone from young to old all like him!! I was a guest at the wedding and I want to engage him for my own wedding too!”,,,,2024-07-18T15:26:39Z
recLOFhcbu900FgSl,Shili and Adi,Emcees,,,,,{'error': '#ERROR!'},Instagram: @@shiliandadi · Read wedding reviews for Shili and Adi,Instagram: @@shiliandadi · Read wedding reviews for Shili and Adi,,,,2024-02-02T08:01:52Z
reclFvgvZpykSaGrr,Petitemcee,Emcees,,,,,{'error': '#ERROR!'},Instagram: @petitemcee · Read wedding reviews for Petitemcee,Instagram: @petitemcee · Read wedding reviews for Petitemcee,,,,2024-03-15T07:09:14Z
recifIIDovVzTlFwM,Wow Magic,Emcees,,,+65 9695 5738,https://www.wowmagic.com.sg/,{'error': '#ERROR!'},+65 9695 5738 · Read wedding reviews for Wow Magic,+65 9695 5738 · Read wedding reviews for Wow Magic,,,,2024-04-14T02:58:11Z
rec0Xc2gRY985iLtE,William Lee,Emcees,,,+65 9082 0376,https://www.williamlee.com.sg/,{'error': '#ERROR!'},+65 9082 0376 · Read wedding reviews for William Lee,+65 9082 0376 · Read wedding reviews for William Lee,,,,2024-04-14T02:58:11Z
rec00kLSX1MQfbz2f,Alex Ong,Emcees,,,+65 8118 8148,http://voicecapsule.wixsite.com/voicecapsule,{'error': '#ERROR!'},+65 8118 8148 · Read wedding reviews for Alex Ong,+65 8118 8148 · Read wedding reviews for Alex Ong,,,,2024-04-14T02:58:11Z
rec6CCt69DKZOqR7e,MagicMan HongWei,Emcees,,,,,{'error': '#ERROR!'},Instagram: @creativemagicinc · Read wedding reviews for MagicMan HongWei,Instagram: @creativemagicinc · Read wedding reviews for MagicMan HongWei,,,,2024-07-30T15:34:47Z
recYbGkC4a319S4x1,Classicmantic,Emcees,,,,,{'error': '#ERROR!'},Read wedding reviews for Classicmantic,Read wedding reviews for Classicmantic,,,,2024-08-01T13:16:13Z
rec9fvX7ZFonmwfk1,The Wedding People,Wedding Planners,,,+65 9070 3348,https://www.theweddingpeople.sg/,943,"+65 9070 3348 · “We have been with TWP for about 1.5 years - despite engaging them super early, they have delivered an amazing job with their professionalism and dedication. We are grateful and impressed by Yirong and Jordan on their prompt liaising with the vendors and arrangements even with the multiple requests from our end. We would also like to thank the team (Yirong, Jordan, Francis and Claire) for being the A* team, coordinating and delivering our dream wedding! We would highly recommend The Wedding People to couples who are seeking prompt and reliable wedding planners for a worry-free experience 👍🏼”","+65 9070 3348 · “We have been with TWP for about 1.5 years - despite engaging them super early, they have delivered an amazing job with their professionalism and dedication. We are grateful and impressed by Yirong and Jordan on their prompt liaising with the vendors and arrangements even with the multiple requests from our end. We would also like to thank the team (Yirong, Jordan, Francis and Claire) for being the A* team, coordinating and delivering our dream wedding! We would highly recommend The Wedding People to couples who are seeking prompt and reliable wedding planners for a worry-free experience 👍🏼”",,,,2024-04-14T02:58:13Z
recHnLXH5KXd7aCNX,1-Host,Wedding Planners,,info@1-host.sg,+65 6773 0060,http://www.1-host.sg/,942,"facebook.com/1Host · +65 6773 0060 · info@1-host.sg · “I am thrilled to write a positive review for the incredible team who made our wedding event absolutely magical! From start to finish, they went above and beyond to ensure every detail was perfect. The coordination and communication were impeccable, leaving us stress-free and able to fully enjoy our special day. The venue was stunningly decorated, the food was delicious, and the staff were attentive and friendly. Thank you for creating unforgettable memories that we will cherish forever. We highly recommend SH team & Joanna to anyone looking for a seamless and unforgettable wedding experience.”","facebook.com/1Host · +65 6773 0060 · info@1-host.sg · “I am thrilled to write a positive review for the incredible team who made our wedding event absolutely magical! From start to finish, they went above and beyond to ensure every detail was perfect. The coordination and communication were impeccable, leaving us stress-free and able to fully enjoy our special day. The venue was stunningly decorated, the food was delicious, and the staff were attentive and friendly. Thank you for creating unforgettable memories that we will cherish forever. We highly recommend SH team & Joanna to anyone looking for a seamless and unforgettable wedding experience.”",,,,2024-04-14T02:58:12Z
rec2Pi7AHstzDPcs5,PEI 陪,Wedding Planners,,weddings@pei.sg,,https://pei.sg,939,"facebook.com/pei.weddings · weddings@pei.sg · “Peiyi and team has been an absolute godsend. Peiyi is incredibly patient and reassuring - a source of comfort in the run up to the wedding. Given that we were planning the wedding from abroad in a different time zone, Peiyi has been very accommodating with calls and messages. She is responsive, experienced and always has solutions to problems. It is clear that wedding planning is Peiyi’s passion. The PEI team knows how to run a wedding - the team reads the room well and is attentive to the couple’s and their family members’ needs. We were initially hesitant about engaging a wedding co-ordinator as we had envisaged an intimate event and boy, were we glad that we went to Peiyi! The wedding to-do list is an endless one and the last thing you want is to worry about smoothing out the bumps on the day! Peiyi’s work ethics is unparalleled and we cannot thank her and the PEI team enough for going above and beyond to ensure that we get to enjoy our special day without any worry. Our wedding has been so incredibly wonderful thanks to the PEI team - thank you ever so much for your help.”","facebook.com/pei.weddings · weddings@pei.sg · “Peiyi and team has been an absolute godsend. Peiyi is incredibly patient and reassuring - a source of comfort in the run up to the wedding. Given that we were planning the wedding from abroad in a different time zone, Peiyi has been very accommodating with calls and messages. She is responsive, experienced and always has solutions to problems. It is clear that wedding planning is Peiyi’s passion. The PEI team knows how to run a wedding - the team reads the room well and is attentive to the couple’s and their family members’ needs. We were initially hesitant about engaging a wedding co-ordinator as we had envisaged an intimate event and boy, were we glad that we went to Peiyi! The wedding to-do list is an endless one and the last thing you want is to worry about smoothing out the bumps on the day! Peiyi’s work ethics is unparalleled and we cannot thank her and the PEI team enough for going above and beyond to ensure that we get to enjoy our special day without any worry. Our wedding has been so incredibly wonderful thanks to the PEI team - thank you ever so much for your help.”",,,,2024-07-18T15:26:39Z
recNf6N4QNn1pcCLU,Vynella Events,Wedding Planners,,,+65 8383 3613,http://vynellaevents.com/,926,"+65 8383 3613 · “We engaged Vynella Events for my wedding, and I have to say that we made the right choice. They are definitely professionals in their field, and creative in providing ideas for me and my bride. We were surprised when the mock design came to life on wedding day! It was truly an amazing sight! Even when they were an instance of miscommunication, Vynella Events stepped up and came back super late at night to ensure everything was perfect. Really appreciate the extra effort they put into making my wedding day a special one indeed. Thank you once again Vynella Events, especially Ella and Azly, for everything.”","+65 8383 3613 · “We engaged Vynella Events for my wedding, and I have to say that we made the right choice. They are definitely professionals in their field, and creative in providing ideas for me and my bride. We were surprised when the mock design came to life on wedding day! It was truly an amazing sight! Even when they were an instance of miscommunication, Vynella Events stepped up and came back super late at night to ensure everything was perfect. Really appreciate the extra effort they put into making my wedding day a special one indeed. Thank you once again Vynella Events, especially Ella and Azly, for everything.”",,,,2024-03-20T13:45:14Z
